age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_per_week,native_region,income
48.0,Private,Bachelors,21,Married,Craft-Labor,Spouse,White,Female,40.0,United-States,<=50K
27.0,Private,Some-College,19,Married,Sales-Office,Spouse,White,Female,20.0,United-States,<=50K
21.0,Private,HS-grad,16,Never-married,Transport-Production,Other-relative,White,Male,40.0,United-States,<=50K
54.0,Government,Bachelors,21,Married,Professional,Spouse,White,Female,50.0,United-States,>50K
58.0,Self-Employed,Graduate,23,Divorced,Healthcare-Service,Ref-person,White,Male,35.0,United-States,<=50K
42.0,Private,No-HS,15,Never-married,Craft-Labor,Not-in-family,White,Male,40.0,Latin-America,<=50K
25.0,Private,Bachelors,21,Never-married,Healthcare-Service,Own-child,Other,Male,36.0,United-States,<=50K
32.0,Private,Bachelors,21,Never-married,Professional,Not-in-family,Other,Female,45.0,Latin-America,<=50K
41.0,Private,Some-College,17,Married,Craft-Labor,Spouse,White,Male,40.0,Latin-America,<=50K
64.0,Self-Employed,Graduate,23,Married,Professional,Spouse,White,Male,40.0,United-States,>50K
20.0,Private,HS-grad,16,Never-married,Sales-Office,Unmarried-partner,Black,Female,34.0,United-States,<=50K
41.0,Private,Some-College,19,Married,Management,Ref-person,White,Male,65.0,United-States,>50K
21.0,Private,Some-College,19,Never-married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
65.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,40.0,United-States,>50K
30.0,Private,Bachelors,21,Never-married,Professional,Ref-person,White,Male,50.0,United-States,>50K
37.0,Private,Bachelors,21,Divorced,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
34.0,Private,No-HS,9,Married,Sales-Office,Not-in-family,Other,Male,40.0,Latin-America,<=50K
37.0,Private,Some-College,19,Never-married,Transport-Production,Other-relative,Black,Male,85.0,United-States,>50K
57.0,Self-Employed,Bachelors,21,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
18.0,Private,No-HS,14,Never-married,Sales-Office,Own-child,White,Female,8.0,United-States,<=50K
24.0,Government,Assoc-degree,20,Never-married,Healthcare-Service,Ref-person,Other,Female,50.0,Latin-America,<=50K
56.0,Private,Some-College,19,Married,Transport-Production,Ref-person,White,Female,40.0,United-States,<=50K
64.0,Private,Bachelors,21,Married,Professional,Spouse,White,Male,45.0,United-States,>50K
45.0,Self-Employed,Bachelors,21,Married,Sales-Office,Ref-person,White,Female,30.0,United-States,<=50K
20.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,White,Male,40.0,United-States,<=50K
18.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,40.0,United-States,<=50K
59.0,Private,Bachelors,21,Married,Healthcare-Service,Spouse,White,Female,32.0,United-States,<=50K
37.0,Private,Graduate,22,Divorced,Management,Ref-person,White,Female,50.0,United-States,>50K
50.0,Government,Some-College,19,Never-married,Transport-Production,Ref-person,White,Male,70.0,United-States,>50K
40.0,Private,No-HS,15,Married,Sales-Office,Spouse,Asian,Female,20.0,Asia,<=50K
42.0,Private,Some-College,18,Married,Professional,Spouse,White,Female,16.0,United-States,<=50K
19.0,Private,Some-College,19,Never-married,Transport-Production,Not-in-family,White,Male,20.0,United-States,<=50K
18.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,8.0,United-States,<=50K
50.0,Private,Assoc-degree,20,Divorced,Transport-Production,Not-in-family,White,Male,50.0,United-States,<=50K
51.0,Private,Assoc-degree,20,Divorced,Transport-Production,Ref-person,White,Male,50.0,United-States,>50K
23.0,Government,Bachelors,21,Married,Professional,Spouse,White,Female,50.0,United-States,>50K
44.0,Private,No-HS,14,Married,Transport-Production,Spouse,White,Male,40.0,United-States,<=50K
24.0,Private,No-HS,13,Married,Healthcare-Service,Other-relative,Black,Female,36.0,United-States,<=50K
39.0,Government,Graduate,22,Divorced,Professional,Own-child,White,Male,1.0,United-States,<=50K
32.0,Private,Graduate,23,Married,Healthcare-Service,Ref-person,White,Male,80.0,United-States,>50K
17.0,Private,HS-grad,16,Never-married,Craft-Labor,Not-in-family,White,Female,30.0,United-States,<=50K
67.0,Government,Assoc-degree,20,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,>50K
26.0,Government,Bachelors,21,Never-married,Professional,Ref-person,White,Female,20.0,United-States,<=50K
55.0,Private,No-HS,1,Married,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
38.0,Private,Some-College,19,Married,Sales-Office,Spouse,Other,Male,45.0,United-States,<=50K
38.0,Private,Graduate,22,Married,Professional,Ref-person,White,Male,40.0,United-States,<=50K
59.0,Private,HS-grad,16,Never-married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
31.0,Private,Some-College,18,Married,Management,Spouse,White,Male,48.0,United-States,<=50K
65.0,Self-Employed,Some-College,18,Divorced,Management,Not-in-family,White,Male,30.0,United-States,<=50K
18.0,Self-Employed,HS-grad,16,Married,Management,Spouse,White,Male,40.0,Latin-America,<=50K
35.0,Private,Some-College,19,Married,Professional,Ref-person,White,Female,46.0,United-States,<=50K
21.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,Other,Male,40.0,United-States,<=50K
18.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,40.0,United-States,<=50K
21.0,Private,HS-grad,16,Married,Professional,Spouse,White,Female,40.0,United-States,<=50K
43.0,Private,Graduate,23,Married,Transport-Production,Ref-person,White,Male,50.0,Latin-America,<=50K
43.0,Private,HS-grad,16,Married,Sales-Office,Ref-person,White,Male,55.0,United-States,>50K
56.0,Private,Some-College,18,Separated,Sales-Office,Ref-person,White,Male,40.0,United-States,<=50K
53.0,Private,HS-grad,16,Married,Management,Not-in-family,White,Male,40.0,United-States,<=50K
46.0,Government,Bachelors,21,Married,Professional,Spouse,White,Female,40.0,United-States,<=50K
47.0,Private,Some-College,19,Married,Sales-Office,Ref-person,White,Male,50.0,United-States,>50K
20.0,Private,Some-College,19,Never-married,Transport-Production,Not-in-family,White,Female,40.0,United-States,<=50K
61.0,Self-Employed,Bachelors,21,Married,Management,Ref-person,White,Male,40.0,Latin-America,>50K
29.0,Private,Bachelors,21,Separated,Sales-Office,Ref-person,Black,Female,17.0,United-States,<=50K
24.0,Private,HS-grad,16,Never-married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
59.0,Private,HS-grad,16,Widowed,Healthcare-Service,Ref-person,White,Female,40.0,Latin-America,<=50K
22.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,34.0,United-States,<=50K
55.0,Self-Employed,Graduate,22,Married,Management,Ref-person,White,Male,40.0,United-States,>50K
56.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,40.0,United-States,>50K
44.0,Private,Graduate,22,Married,Management,Ref-person,White,Female,40.0,Europe,>50K
25.0,Private,Bachelors,21,Never-married,Professional,Own-child,White,Male,40.0,United-States,<=50K
69.0,Private,Some-College,19,Widowed,Craft-Labor,Ref-person,White,Female,10.0,United-States,<=50K
24.0,Private,Bachelors,21,Married,Professional,Own-child,White,Female,15.0,United-States,<=50K
72.0,Government,Some-College,18,Divorced,Professional,Ref-person,Black,Female,40.0,United-States,<=50K
34.0,Private,Graduate,23,Married,Healthcare-Service,Spouse,White,Male,40.0,United-States,>50K
60.0,Private,Some-College,19,Married,Sales-Office,Ref-person,White,Male,60.0,United-States,>50K
27.0,Private,Bachelors,21,Never-married,Professional,Ref-person,White,Male,40.0,United-States,<=50K
65.0,Private,HS-grad,16,Married,Craft-Labor,Spouse,White,Female,40.0,United-States,<=50K
46.0,Self-Employed,HS-grad,16,Married,Craft-Labor,Ref-person,Other,Male,12.0,Latin-America,>50K
34.0,Private,Bachelors,21,Divorced,Healthcare-Service,Ref-person,White,Female,36.0,United-States,>50K
52.0,Private,Bachelors,21,Married,Sales-Office,Spouse,White,Male,60.0,Asia,>50K
35.0,Private,Some-College,18,Married,Transport-Production,Spouse,White,Male,40.0,United-States,<=50K
27.0,Private,Some-College,17,Divorced,Sales-Office,Own-child,White,Female,40.0,United-States,<=50K
53.0,Government,HS-grad,16,Married,Professional,Ref-person,White,Female,40.0,United-States,<=50K
21.0,Self-Employed,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,20.0,United-States,<=50K
61.0,Private,Some-College,17,Married,Transport-Production,Ref-person,White,Male,40.0,United-States,>50K
47.0,Private,HS-grad,16,Married,Craft-Labor,Spouse,White,Female,40.0,United-States,>50K
52.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,Black,Female,40.0,United-States,<=50K
37.0,Private,HS-grad,16,Married,Healthcare-Service,Spouse,Black,Female,40.0,United-States,<=50K
24.0,Private,Some-College,19,Married,Transport-Production,Spouse,White,Male,12.0,United-States,<=50K
34.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,40.0,Africa-Other,>50K
28.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,Other,Male,50.0,Latin-America,<=50K
73.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
43.0,Self-Employed,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Male,40.0,United-States,<=50K
58.0,Private,Bachelors,21,Married,Craft-Labor,Ref-person,Other,Female,35.0,United-States,>50K
43.0,Private,HS-grad,16,Married,Sales-Office,Spouse,Other,Male,40.0,United-States,<=50K
39.0,Government,Bachelors,21,Never-married,Craft-Labor,Own-child,Other,Male,45.0,United-States,<=50K
92.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Female,24.0,United-States,<=50K
58.0,Private,HS-grad,16,Married,Transport-Production,Other-relative,White,Male,60.0,United-States,>50K
32.0,Private,Some-College,19,Married,Professional,Spouse,Other,Male,40.0,Latin-America,<=50K
21.0,Private,Some-College,19,Never-married,Craft-Labor,Own-child,White,Male,25.0,United-States,<=50K
66.0,Private,Bachelors,21,Married,Management,Spouse,White,Male,40.0,United-States,>50K
58.0,Private,Some-College,19,Never-married,Craft-Labor,Ref-person,Black,Female,30.0,United-States,<=50K
24.0,Private,Bachelors,21,Married,Sales-Office,Spouse,White,Female,40.0,United-States,>50K
38.0,Private,No-HS,9,Married,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
37.0,Private,No-HS,12,Never-married,Craft-Labor,Other-relative,White,Male,46.0,Latin-America,<=50K
30.0,Private,Some-College,17,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
61.0,Private,HS-grad,16,Married,Transport-Production,Spouse,White,Female,48.0,United-States,>50K
26.0,Private,HS-grad,16,Married,Sales-Office,Not-in-family,White,Female,25.0,Latin-America,<=50K
31.0,Private,Assoc-degree,20,Never-married,Professional,Ref-person,Black,Male,40.0,United-States,<=50K
31.0,Private,Bachelors,21,Separated,Management,Ref-person,White,Male,45.0,United-States,>50K
57.0,Private,HS-grad,16,Married,Management,Spouse,White,Male,40.0,United-States,>50K
47.0,Private,Some-College,18,Married,Craft-Labor,Ref-person,White,Male,55.0,Europe,>50K
28.0,Private,HS-grad,16,Never-married,Transport-Production,Not-in-family,White,Male,52.0,United-States,<=50K
52.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,40.0,Latin-America,>50K
34.0,Private,Some-College,19,Married,Healthcare-Service,Spouse,White,Female,45.0,United-States,<=50K
46.0,Private,HS-grad,16,Married,Transport-Production,Spouse,White,Male,60.0,Latin-America,<=50K
55.0,Private,Bachelors,21,Divorced,Professional,Ref-person,White,Male,50.0,United-States,>50K
25.0,Private,Some-College,18,Never-married,Craft-Labor,Ref-person,Black,Female,40.0,United-States,<=50K
58.0,Self-Employed,No-HS,9,Married,Sales-Office,Spouse,White,Female,30.0,Latin-America,<=50K
45.0,Self-Employed,No-HS,15,Married,Sales-Office,Ref-person,White,Female,21.0,Latin-America,<=50K
25.0,Private,Some-College,18,Never-married,Sales-Office,Ref-person,Other,Female,25.0,United-States,<=50K
19.0,Government,Some-College,19,Never-married,Professional,Own-child,White,Female,25.0,Europe,<=50K
18.0,Private,Assoc-degree,20,Never-married,Sales-Office,Own-child,Asian,Female,5.0,United-States,<=50K
73.0,Private,Assoc-degree,20,Married,Transport-Production,Ref-person,White,Male,30.0,United-States,>50K
38.0,Private,No-HS,12,Married,Healthcare-Service,Spouse,Other,Female,40.0,Latin-America,<=50K
51.0,Self-Employed,HS-grad,16,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
24.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,40.0,Latin-America,<=50K
36.0,Private,Graduate,23,Never-married,Healthcare-Service,Ref-person,White,Female,50.0,Latin-America,>50K
81.0,Private,Bachelors,21,Married,Transport-Production,Ref-person,White,Male,30.0,United-States,>50K
30.0,Government,Bachelors,21,Divorced,Sales-Office,Not-in-family,Black,Female,40.0,United-States,<=50K
56.0,Private,No-HS,15,Married,Craft-Labor,Ref-person,White,Male,30.0,United-States,<=50K
37.0,Private,No-HS,12,Married,Sales-Office,Spouse,White,Male,40.0,Latin-America,<=50K
25.0,Private,Bachelors,21,Never-married,Management,Unmarried-partner,White,Female,40.0,United-States,<=50K
63.0,Private,Some-College,19,Divorced,Craft-Labor,Ref-person,White,Female,40.0,Latin-America,>50K
53.0,Private,HS-grad,16,Married,Sales-Office,Ref-person,White,Male,62.0,United-States,>50K
61.0,Self-Employed,Graduate,23,Married,Sales-Office,Spouse,White,Female,5.0,Latin-America,<=50K
57.0,Private,HS-grad,16,Widowed,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
67.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,30.0,United-States,>50K
36.0,Private,Graduate,23,Married,Healthcare-Service,Spouse,White,Female,40.0,United-States,>50K
23.0,Private,Bachelors,21,Never-married,Sales-Office,Unmarried-partner,White,Male,50.0,United-States,<=50K
26.0,Government,Bachelors,21,Married,Professional,Spouse,White,Female,40.0,United-States,>50K
46.0,Private,No-HS,9,Married,Sales-Office,Ref-person,White,Female,30.0,Latin-America,<=50K
31.0,Private,Bachelors,21,Never-married,Professional,Ref-person,Other,Male,50.0,Latin-America,<=50K
37.0,Private,Assoc-degree,20,Never-married,Healthcare-Service,Ref-person,White,Female,40.0,United-States,<=50K
60.0,Private,Some-College,18,Separated,Craft-Labor,Ref-person,White,Female,50.0,United-States,>50K
52.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,45.0,United-States,>50K
31.0,Private,Bachelors,21,Never-married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
41.0,Government,Bachelors,21,Married,Professional,Ref-person,Other,Female,40.0,Latin-America,<=50K
27.0,Private,HS-grad,16,Never-married,Craft-Labor,Not-in-family,White,Female,40.0,United-States,<=50K
66.0,Private,Assoc-degree,20,Married,Healthcare-Service,Ref-person,White,Female,40.0,United-States,<=50K
53.0,Private,HS-grad,16,Divorced,Transport-Production,Ref-person,White,Male,45.0,United-States,>50K
18.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,10.0,United-States,<=50K
39.0,Private,No-HS,9,Separated,Sales-Office,Ref-person,White,Female,40.0,Latin-America,<=50K
32.0,Private,Bachelors,21,Never-married,Management,Ref-person,White,Female,40.0,United-States,>50K
21.0,Private,Some-College,18,Never-married,Sales-Office,Other-relative,White,Male,24.0,United-States,<=50K
41.0,Government,Graduate,24,Married,Professional,Ref-person,White,Male,50.0,United-States,>50K
61.0,Self-Employed,Bachelors,21,Married,Craft-Labor,Ref-person,White,Male,30.0,United-States,>50K
65.0,Private,Some-College,19,Married,Transport-Production,Ref-person,White,Male,40.0,United-States,>50K
20.0,Private,HS-grad,16,Never-married,Sales-Office,Other-relative,White,Female,35.0,United-States,<=50K
62.0,Private,No-HS,1,Married,Sales-Office,Ref-person,White,Male,40.0,Latin-America,<=50K
48.0,Private,HS-grad,16,Never-married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
48.0,Private,No-HS,12,Married,Sales-Office,Ref-person,White,Male,40.0,Latin-America,<=50K
51.0,Government,Graduate,22,Married,Professional,Spouse,Black,Male,50.0,United-States,<=50K
18.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,9.0,United-States,<=50K
22.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,Other,Male,40.0,Latin-America,<=50K
58.0,Government,HS-grad,16,Widowed,Transport-Production,Ref-person,Black,Female,40.0,United-States,<=50K
21.0,Other,Some-College,19,Married,Sales-Office,Other-relative,Other,Male,30.0,United-States,<=50K
38.0,Private,Graduate,22,Married,Professional,Spouse,White,Male,45.0,United-States,>50K
43.0,Private,Some-College,17,Separated,Craft-Labor,Own-child,White,Male,40.0,United-States,<=50K
44.0,Government,No-HS,12,Married,Healthcare-Service,Ref-person,White,Male,40.0,United-States,>50K
25.0,Self-Employed,Some-College,19,Never-married,Transport-Production,Own-child,White,Male,25.0,United-States,<=50K
52.0,Private,Assoc-degree,20,Married,Management,Ref-person,Asian,Female,30.0,Asia,>50K
61.0,Private,No-HS,12,Married,Sales-Office,Spouse,White,Female,40.0,Latin-America,<=50K
36.0,Private,Some-College,17,Married,Management,Ref-person,White,Male,45.0,United-States,<=50K
37.0,Private,No-HS,9,Married,Sales-Office,Spouse,Other,Male,30.0,Latin-America,<=50K
25.0,Private,Assoc-degree,20,Separated,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
47.0,Private,No-HS,8,Never-married,Craft-Labor,Ref-person,Other,Male,40.0,Latin-America,<=50K
61.0,Government,Graduate,24,Married,Professional,Ref-person,Asian,Male,40.0,Asia,>50K
